trans_id,lang,translation
岩田坂北町,ja-Hrkt,いわたざかきたまち
岩田坂北町,en,Iwatazaka Kitamachi
岩田坂南町,ja,岩田坂南町
岩田坂南町,ja-Hrkt,いわたざかみなみまち
岩田坂南町,en,Iwatazaka Minamimachi
岩田東３丁目,ja,岩田東３丁目
岩田東３丁目,ja-Hrkt,いわたひがしさんちょうめ
岩田東３丁目,en,Iwatahigashi-sanchome(Iwatahigashi 3)
岩砂病院・岩砂マタニティ【廃止】,ja,岩砂病院・岩砂マタニティ【廃止】
岩砂病院・岩砂マタニティ【廃止】,ja-Hrkt,いわさびょういん・いわさまたにてぃ
岩砂病院・岩砂マタニティ【廃止】,en,Iwasa Byoin(Iwasa Hospital)/Iwasa Maternity
岩砂病院・波多野医院,ja,岩砂病院・波多野医院
岩砂病院・波多野医院,ja-Hrkt,いわさびょういん・はたのいいん
岩砂病院・波多野医院,en,Iwasa Byoin(Iwasa Hospital)/Hatano Iin
岩野田公園,ja,岩野田公園
岩野田公園,ja-Hrkt,いわのだこうえん
岩野田公園,en,Iwanoda Koen(Iwanoda Park)
島中央公園前,ja,島中央公園前
島中央公園前,ja-Hrkt,しまちゅうおうこうえんまえ
島中央公園前,en,Shimachuo Koen-mae(Shimachuo Park)
島新町,ja,島新町
島新町,ja-Hrkt,しましんまち
島新町,en,Shimashimmachi
島栄町2丁目,ja,島栄町2丁目
島栄町2丁目,ja-Hrkt,しまさかえまちにちょうめ
島栄町2丁目,en,Shimasakaemachi-nichome(Shimasakaemachi 2)
嵯峨,ja,嵯峨
嵯峨,ja-Hrkt,さが
嵯峨,en,Saga
嵯峨野前,ja,嵯峨野前
嵯峨野前,ja-Hrkt,さがのまえ
嵯峨野前,en,Sagano-mae
川東,ja,川東
川東,ja-Hrkt,かわひがし
川東,en,Kawahigashi
川東下,ja,川東下
川東下,ja-Hrkt,かわひがししも
川東下,en,Kawahigashi-shimo
川部２丁目,ja,川部２丁目
川部２丁目,ja-Hrkt,かわべにちょうめ
川部２丁目,en,Kawabe-nichome(Kawabe 2)
川部５丁目,ja,川部５丁目
川部５丁目,ja-Hrkt,かわべごちょうめ
川部５丁目,en,Kawabe-gochome(Kawabe 5)
市橋4丁目,ja,市橋4丁目
市橋4丁目,ja-Hrkt,いちはしよんちょうめ
市橋4丁目,en,Ichihashi-yonchome(Ichihashi 4)
市橋コミセン前,ja,市橋コミセン前
市橋コミセン前,ja-Hrkt,いちはしこみせんまえ
市橋コミセン前,en,Ichihashi Komisen-mae(Ichihashi Community Center)
市橋小学校,ja,市橋小学校
市橋小学校,ja-Hrkt,いちはししょうがっこう
市橋小学校,en,Ichihashi Shogakko(Ichihashi Elementary School)
市民病院前,ja,市民病院前
市民病院前,ja-Hrkt,しみんびょういんまえ
市民病院前,en,Shimin Byoin-mae(Gifu Municipal Hospital)
市民病院北口,ja,市民病院北口
市民病院北口,ja-Hrkt,しみんびょういんきたぐち
市民病院北口,en,Shimin Byoin-kitaguchi(Gifu Municipal Hospital)
市立岐商前,ja,市立岐商前
市立岐商前,ja-Hrkt,しりつぎしょうまえ
市立岐商前,en,Shiritsu Gisho-mae(Gifu Municipal Commercial&Business High School)
市立岐商東,ja,市立岐商東
市立岐商東,ja-Hrkt,しりつぎしょうひがし
市立岐商東,en,Shiritsu Gisho-higashi
常磐保育園,ja,常磐保育園
常磐保育園,ja-Hrkt,ときわほいくえん
常磐保育園,en,Tokiwa Hoikuen(Tokiwa Kindergarten)
常磐松,ja,常磐松
常磐松,ja-Hrkt,ときわまつ
常磐松,en,Tokiwamatsu
平和堂,ja,平和堂
平和堂,ja-Hrkt,へいわどう
平和堂,en,HEIWADO
平成調剤薬局前,ja,平成調剤薬局前
平成調剤薬局前,ja-Hrkt,へいせいちょうざいやっきょくまえ
平成調剤薬局前,en,Heisei Chozai Yakkyoku-mae
平野内科クリニック,ja,平野内科クリニック
平野内科クリニック,ja-Hrkt,ひらのないかくりにっく
平野内科クリニック,en,Hirano Naika Clinic
平野総合病院,ja,平野総合病院
平野総合病院,ja-Hrkt,ひらのそうごうびょういん
平野総合病院,en,Hirano Sogo Byoin(Hirano General Hospital)
床屋前,ja,床屋前
床屋前,ja-Hrkt,とこやまえ
床屋前,en,Tokoya-mae
庵町,ja,庵町
庵町,ja-Hrkt,いおりまち
庵町,en,Iorimachi
延算寺東院,ja,延算寺東院
延算寺東院,ja-Hrkt,えんさんじとういん
延算寺東院,en,Ensanji Toin
弘法前,ja,弘法前
弘法前,ja-Hrkt,こうぼうまえ
弘法前,en,Kobo-mae
後藤クリニック,ja,後藤クリニック
後藤クリニック,ja-Hrkt,ごとうくりにっく
後藤クリニック,en,Goto Clinic
後藤家・若宮郵便局,ja,後藤家・若宮郵便局
後藤家・若宮郵便局,ja-Hrkt,ごとうや・わかみやゆうびんきょく
後藤家・若宮郵便局,en,Gotoya/Wakamiya Yubinkyoku(Wakamiya Post Office)
御望西,ja,御望西
御望西,ja-Hrkt,ごもにし
御望西,en,Gomo-nishi
忠節（北）,ja,忠節（北）
忠節（北）,ja-Hrkt,ちゅうせつ（きた）
忠節（北）,en,Chusetsu-kita
忠節（南）,ja,忠節（南）
忠節（南）,ja-Hrkt,ちゅうせつ（みなみ）
忠節（南）,en,Chusetsu-minami
忠節フランテ館,ja,忠節フランテ館
忠節フランテ館,ja-Hrkt,ちゅうせつふらんてかん
忠節フランテ館,en,Chusetsu Frantekan
恵比寿神社,ja,恵比寿神社
恵比寿神社,ja-Hrkt,えびすじんじゃ
恵比寿神社,en,Ebisujinja
愛宕住宅前（山田商会前）,ja,愛宕住宅前（山田商会前）
愛宕住宅前（山田商会前）,ja-Hrkt,あたごじゅうたくまえ（やまだしょうかいまえ）
愛宕住宅前（山田商会前）,en,Atago Jutaku-mae/Yamada Shokai-mae
成瀬クリニック前,ja,成瀬クリニック前
成瀬クリニック前,ja-Hrkt,なるせくりにっくまえ
成瀬クリニック前,en,Naruse Clinic-mae
戸羽川,ja,戸羽川
戸羽川,ja-Hrkt,とばがわ
戸羽川,en,Tobagawa
手力公民館,ja,手力公民館
手力公民館,ja-Hrkt,てぢからこうみんかん
手力公民館,en,Tejikara Kominkan
操レディスホスピタル,ja,操レディスホスピタル
操レディスホスピタル,ja-Hrkt,みさおれでぃすほすぴたる
操レディスホスピタル,en,Misao Ladies Hospital
整形外科城南病院前,ja,整形外科城南病院前
整形外科城南病院前,ja-Hrkt,せいけいげかじょうなんびょういんまえ
整形外科城南病院前,en,Seikeigeka Jonan Byoin-mae(Jonan Hospital)
敷島町３丁目,ja,敷島町３丁目
敷島町３丁目,ja-Hrkt,しきしまちょうさんちょうめ
敷島町３丁目,en,Shikishimacho-sanchome(Shikishimacho 3)
新堀公民館前,ja,新堀公民館前
新堀公民館前,ja-Hrkt,しんほりこうみんかんまえ
新堀公民館前,en,Shinhori Kominkan-mae
新屋敷,ja,新屋敷
新屋敷,ja-Hrkt,しんやしき
新屋敷,en,Shinyashiki
新所3丁目,ja,新所3丁目
新所3丁目,ja-Hrkt,しんしょさんちょうめ
新所3丁目,en,Shinsho-sanchome(Shinsho 3)
新田公民館前,ja,新田公民館前
新田公民館前,ja-Hrkt,しんでんこうみんかんまえ
新田公民館前,en,Shinden Kominkan-mae
日の出町,ja,日の出町
日の出町,ja-Hrkt,ひのでまち
日の出町,en,Hinodemachi
日光コミセン,ja,日光コミセン
日光コミセン,ja-Hrkt,にっこうこみせん
日光コミセン,en,Nikko Komisen(Nikko Community Center)
日野保育園前,ja,日野保育園前
日野保育園前,ja-Hrkt,ひのほいくえんまえ
日野保育園前,en,Hino Hoikuen-mae(Hino Kindergarten)
日野南4丁目,ja,日野南4丁目
日野南4丁目,ja-Hrkt,ひのみなみよんちょうめ
日野南4丁目,en,Hinominami-yonchome(Hinominami 4)
日野古墳前,ja,日野古墳前
日野古墳前,ja-Hrkt,ひのこふんまえ
日野古墳前,en,Hino Kofun-mae(Hino Ancient Tomb)
日野小学校前,ja,日野小学校前
日野小学校前,ja-Hrkt,ひのしょうがっこうまえ
日野小学校前,en,Hino Shogakko-mae(Hino Elementary School)
日野恵光前,ja,日野恵光前
日野恵光前,ja-Hrkt,ひのけいこうまえ
日野恵光前,en,Hino Keiko-mae
日野東2丁目,ja,日野東2丁目
日野東2丁目,ja-Hrkt,ひのひがしにちょうめ
日野東2丁目,en,Hinohigashi-nichome(Hinohigashi 2)
日野西3丁目,ja,日野西3丁目
日野西3丁目,ja-Hrkt,ひのにしさんちょうめ
日野西3丁目,en,Hinonishi-sanchome(Hinonishi 3)
日野駐在所前,ja,日野駐在所前
日野駐在所前,ja-Hrkt,ひのちゅうざいしょまえ
日野駐在所前,en,Hino Chuzaisho-mae(Hino Police Box)
早徳病院東,ja,早徳病院東
早徳病院東,ja-Hrkt,はやとくびょういんひがし
早徳病院東,en,Hayatoku Byoin-higashi(Hayatoku Hospital)
早田小学校,ja,早田小学校
早田小学校,ja-Hrkt,そうでんしょうがっこう
早田小学校,en,Soden Shogakko(Soden Elementary School)
早田東公園,ja,早田東公園
早田東公園,ja-Hrkt,そうでんひがしこうえん
早田東公園,en,Sodenhigashi Koen(Sodenhigashi Park)
早田東町,ja,早田東町
早田東町,ja-Hrkt,そうでんひがしまち
早田東町,en,Sodenhigashimachi
早田東町2丁目,ja,早田東町2丁目
早田東町2丁目,ja-Hrkt,そうでんひがしまちにちょうめ
早田東町2丁目,en,Sodenhigashimachi-nichome(Sodenhigashimachi 2)
早田町4丁目,ja,早田町4丁目
早田町4丁目,ja-Hrkt,そうでんちょうよんちょうめ
早田町4丁目,en,Sodencho-yonchome(Sodencho 4)
早田西公園,ja,早田西公園
早田西公園,ja-Hrkt,そうでんにしこうえん
早田西公園,en,Sodennishi Koen(Sodennishi Park)
早田飯店前,ja,早田飯店前
早田飯店前,ja-Hrkt,そうでんはんてんまえ
早田飯店前,en,Soden Hanten-mae
月ノ会町,ja,月ノ会町
月ノ会町,ja-Hrkt,つきのえちょう
月ノ会町,en,Tsukinoecho
月丘町,ja,月丘町
月丘町,ja-Hrkt,つきおかちょう
月丘町,en,Tsukiokacho
月丘町3丁目,ja,月丘町3丁目
月丘町3丁目,ja-Hrkt,つきおかちょうさんちょうめ
月丘町3丁目,en,Tsukiokacho-sanchome(Tsukiokacho 3)
月見町,ja,月見町
月見町,ja-Hrkt,つきみちょう
月見町,en,Tsukimicho
朝日大学病院前,ja,朝日大学病院前
朝日大学病院前,ja-Hrkt,あさひだいがくびょういんまえ
朝日大学病院前,en,Asahidaigaku Byoin-mae(Asahi Univ. Hospital)
朝日町,ja,朝日町
朝日町,ja-Hrkt,あさひまち
朝日町,en,Asahimachi
朝霧町,ja,朝霧町
朝霧町,ja-Hrkt,あさぎりちょう
朝霧町,en,Asagiricho
本町,ja,本町
本町,ja-Hrkt,ほんまち
本町,en,Hommachi
本荘公園西,ja,本荘公園西
本荘公園西,ja-Hrkt,ほんじょうこうえんにし
本荘公園西,en,Honjo Koen-nishi(Honjo Park)
本荘公民館,ja,本荘公民館
本荘公民館,ja-Hrkt,ほんじょうこうみんかん
本荘公民館,en,Honjo Kominkan
本荘西公園西,ja,本荘西公園西
本荘西公園西,ja-Hrkt,ほんじょうにしこうえんにし
本荘西公園西,en,Honjonishi Koen-nishi(Honjonishi Park)
本郷いこい広場,ja,本郷いこい広場
本郷いこい広場,ja-Hrkt,ほんごういこいひろば
本郷いこい広場,en,Hongo Ikoihiroba
杉江商店,ja,杉江商店
杉江商店,ja-Hrkt,すぎえしょうてん
杉江商店,en,Sugie Shoten
村瀬内科胃腸科クリニック,ja,村瀬内科胃腸科クリニック
村瀬内科胃腸科クリニック,ja-Hrkt,むらせないかいちょうかくりにっく
村瀬内科胃腸科クリニック,en,Murase Naika Ichoka Clinic
東中島東,ja,東中島東
東中島東,ja-Hrkt,ひがしなかじまひがし
東中島東,en,Higashinakajima-higashi
東中島西,ja,東中島西
東中島西,ja-Hrkt,ひがしなかじまにし
東中島西,en,Higashinakajima-nishi
東塚1丁目,ja,東塚1丁目
東塚1丁目,ja-Hrkt,ひがしづかいっちょうめ
東塚1丁目,en,Higashizuka-itchome(Higashizuka 1)
東塚3丁目,ja,東塚3丁目
東塚3丁目,ja-Hrkt,ひがしづかさんちょうめ
東塚3丁目,en,Higashizuka-itchome(Higashizuka 1)
東島,ja,東島
東島,ja-Hrkt,ひがしじま
東島,en,Higashijima
東改田,ja,東改田
東改田,ja-Hrkt,ひがしかいでん
東改田,en,Higashikaiden
東木田公園,ja,東木田公園
東木田公園,ja-Hrkt,ひがしきだこうえん
東木田公園,en,Higashikida Koen(Higashikida Park)
東栄町2丁目,ja,東栄町2丁目
東栄町2丁目,ja-Hrkt,とうえいちょうにちょうめ
東栄町2丁目,en,Toueicho-nichome(Toueicho 2)
東海労金岐阜支店・ワークプラザ岐阜,ja,東海労金岐阜支店・ワークプラザ岐阜
東海労金岐阜支店・ワークプラザ岐阜,ja-Hrkt,とうかいろうきんぎふしてん・わーくぷらざぎふ
東海労金岐阜支店・ワークプラザ岐阜,en,Tokairokin Gifushiten/Work Plaza Gifu
東芥見・ＪＡ芥見支店,ja,東芥見・ＪＡ芥見支店
東芥見・ＪＡ芥見支店,ja-Hrkt,ひがしあくたみ・じぇいえいあくたみしてん
東芥見・ＪＡ芥見支店,en,Higashi Akutami/JA Akutamishiten
東部コミセン,ja,東部コミセン
東部コミセン,ja-Hrkt,とうぶこみせん
東部コミセン,en,Tobu Komisen(Tobu Community Center)
東部事務所,ja,東部事務所
東部事務所,ja-Hrkt,とうぶじむしょ
東部事務所,en,Tobu Jimusho(Eastern Office)
東鶉7丁目バス停,ja,東鶉7丁目バス停
東鶉7丁目バス停,ja-Hrkt,ひがしうずらななちょうめばすてい
東鶉7丁目バス停,en,Higashiuzura-nanachome(Higashiuzura 7) Bus Stop
松寿し,ja,松寿し
松寿し,ja-Hrkt,まつずし
松寿し,en,Matsuzushi
松岡整形前,ja,松岡整形前
松岡整形前,ja-Hrkt,まつおかせいけいまえ
松岡整形前,en,Matsuoka Seikei-mae
松波総合病院,ja,松波総合病院
松波総合病院,ja-Hrkt,まつなみそうごうびょういん
松波総合病院,en,Matsunami Sogo Byoin(Matsunami General Hospital)
松籟荘,ja,松籟荘
松籟荘,ja-Hrkt,しょうらいそう
松籟荘,en,Shoraiso
松風苑（滝住前）,ja,松風苑（滝住前）
松風苑（滝住前）,ja-Hrkt,しょうふうえん（たきじゅうまえ）
松風苑（滝住前）,en,Shofuen/Takiju-mae
林クリニック前,ja,林クリニック前
林クリニック前,ja-Hrkt,はやしくりにっくまえ
林クリニック前,en,Hayashi Clinic-mae
柏台北（6丁目）,ja,柏台北（6丁目）
柏台北（6丁目）,ja-Hrkt,かしわだいきた（ろくちょうめ）
柏台北（6丁目）,en,Kashiwadai-kita/rokuchome(Kashiwadai 6)
柏台南（2丁目）,ja,柏台南（2丁目）
柏台南（2丁目）,ja-Hrkt,かしわだいみなみ（にちょうめ）
柏台南（2丁目）,en,Kashiwadai-minami/nichome(Kashiwadai 2)
柏台市営住宅,ja,柏台市営住宅
柏台市営住宅,ja-Hrkt,かしわだいしえいじゅうたく
柏台市営住宅,en,Kashiwadai Shieijutaku
柏台東（7丁目）,ja,柏台東（7丁目）
柏台東（7丁目）,ja-Hrkt,かしわだいひがし（ななちょうめ）
柏台東（7丁目）,en,Kashiwadai-higashi/nanachome(Kashiwadai 7)
柏台西（桜台連絡橋）,ja,柏台西（桜台連絡橋）
柏台西（桜台連絡橋）,ja-Hrkt,かしわだいにし（さくらだいれんらくきょう）
柏台西（桜台連絡橋）,en,Kashiwadai-nishi/Sakuradai Renrakukyo
柳ケ瀬,ja,柳ケ瀬
柳ケ瀬,ja-Hrkt,やながせ
柳ケ瀬,en,Yanagase
柳津地域事務所,ja,柳津地域事務所
柳津地域事務所,ja-Hrkt,やないづちいきじむしょ
柳津地域事務所,en,Yanaizu Chiiki Jimusho(Yanaizu Regional Office)
柳津東保育所北,ja,柳津東保育所北
柳津東保育所北,ja-Hrkt,やないづひがしほいくじょきた
柳津東保育所北,en,Yanaizuhigashi Hoikujo-kita(Yanaizuhigashi Kindergarten)
柿ヶ瀬東,ja,柿ヶ瀬東
柿ヶ瀬東,ja-Hrkt,かきがせひがし
柿ヶ瀬東,en,Kakigase-higashi
柿ヶ瀬西,ja,柿ヶ瀬西
柿ヶ瀬西,ja-Hrkt,かきがせにし
柿ヶ瀬西,en,Kakigase-nishi
栄町,ja,栄町
栄町,ja-Hrkt,さかえまち
栄町,en,Sakaemachi
栢屋商店前,ja,栢屋商店前
栢屋商店前,ja-Hrkt,かしわやしょうてんまえ
栢屋商店前,en,Kashiwayashoten-mae
桐が丘北（1丁目）,ja,桐が丘北（1丁目）
桐が丘北（1丁目）,ja-Hrkt,きりがおかきた（いっちょうめ）
桐が丘北（1丁目）,en,Kirigaoka-kita/itchome(Kirigaoka 1)
桐が丘市営住宅,ja,桐が丘市営住宅
桐が丘市営住宅,ja-Hrkt,きりがおかしえいじゅうたく
桐が丘市営住宅,en,Kirigaoka Shieijutaku
桐が丘東（桜台連絡橋）,ja,桐が丘東（桜台連絡橋）
桐が丘東（桜台連絡橋）,ja-Hrkt,きりがおかひがし（さくらだいれんらくきょう）
桐が丘東（桜台連絡橋）,en,Kirigaoka-higashi/Sakuradai Renrakukyo
桜台・柏台口,ja,桜台・柏台口
桜台・柏台口,ja-Hrkt,さくらだい・かしわだいぐち
桜台・柏台口,en,Sakuradai/Kashiwadai-guchi
桜台北（桐が丘連絡橋）,ja,桜台北（桐が丘連絡橋）
桜台北（桐が丘連絡橋）,ja-Hrkt,さくらだいきた（きりがおかれんらくきょう）
桜台北（桐が丘連絡橋）,en,Sakuradai-kita/Kirigaoka Renrakukyo
桜台市営住宅,ja,桜台市営住宅
桜台市営住宅,ja-Hrkt,さくらだいしえいじゅうたく
桜台市営住宅,en,Sakuradai Shieijutaku
桜台東（柏台連絡橋),ja,桜台東（柏台連絡橋)
桜台東（柏台連絡橋),ja-Hrkt,さくらだいひがし（かしわだいれんらくきょう）
桜台東（柏台連絡橋),en,Sakuradai-higashi/Kashiwadai Renrakukyo
桜台西（2丁目）,ja,桜台西（2丁目）
桜台西（2丁目）,ja-Hrkt,さくらだいにし（にちょうめ）
桜台西（2丁目）,en,Sakuradai-nishi/nichome(Sakuradai 2)
桜台西北（3丁目）,ja,桜台西北（3丁目）
桜台西北（3丁目）,ja-Hrkt,さくらだいにしきた（さんちょうめ）
桜台西北（3丁目）,en,Sakuradai-nishikita/sanchome(Sakuradai 3)
桜町,ja,桜町
桜町,ja-Hrkt,さくらまち
桜町,en,Sakuramachi
梅松,ja,梅松
梅松,ja-Hrkt,うめまつ
梅松,en,Umematsu
梅田クリニック,ja,梅田クリニック
梅田クリニック,ja-Hrkt,うめだくりにっく
梅田クリニック,en,Umeda Clinic
梶川整形外科・歯科,ja,梶川整形外科・歯科
梶川整形外科・歯科,ja-Hrkt,かじかわせいけいげか・しか
梶川整形外科・歯科,en,Kajikawa Seikeigeka/Shika
棚橋内科前,ja,棚橋内科前
棚橋内科前,ja-Hrkt,たなはしないかまえ
棚橋内科前,en,Tanahashi Naika-mae
森・中屋,ja,森・中屋
森・中屋,ja-Hrkt,もり・なかや
森・中屋,en,Mori/Nakaya
森屋,ja,森屋
森屋,ja-Hrkt,もりや
森屋,en,Moriya
森田整形外科,ja,森田整形外科
森田整形外科,ja-Hrkt,もりたせいけいげか
森田整形外科,en,Morita Seikeigeka
椿洞,ja,椿洞
椿洞,ja-Hrkt,つばきぼら
椿洞,en,Tsubakibora
樫木団地口,ja,樫木団地口
樫木団地口,ja-Hrkt,かしぎだんちぐち
樫木団地口,en,Kashigi Danchi-guchi
橿森神社,ja,橿森神社
橿森神社,ja-Hrkt,かしもりじんじゃ
橿森神社,en,Kashimorijinja
正木マーサ前,ja,正木マーサ前
正木マーサ前,ja-Hrkt,まさきまーさまえ
正木マーサ前,en,Masaki MASA-mae
正木北公園前,ja,正木北公園前
正木北公園前,ja-Hrkt,まさききたこうえんまえ
正木北公園前,en,Masakikita Koen-mae(Masakikita Park)
正法寺北,ja,正法寺北
正法寺北,ja-Hrkt,しょうほうじきた
正法寺北,en,Shohoji-kita
殿町3丁目・金園町4丁目,ja,殿町3丁目・金園町4丁目
殿町3丁目・金園町4丁目,ja-Hrkt,とのまちさんちょうめ・かなぞのちょうよんちょうめ
殿町3丁目・金園町4丁目,en,Tonomachi-sanchome/Kanazonocho-yonchome(Tonomachi 3/Kanazonocho 4)
水主町1丁目,ja,水主町1丁目
水主町1丁目,ja-Hrkt,かこまちいっちょうめ
水主町1丁目,en,Kakomachi-itchome(Kakomachi 1)
水海道2丁目,ja,水海道2丁目
水海道2丁目,ja-Hrkt,みずかいどうにちょうめ
水海道2丁目,en,Mizukaido-nichome(Mizukaido 2)
江口橋,ja,江口橋
江口橋,ja-Hrkt,えぐちばし
江口橋,en,Eguchibashi(Eguchi Bridge)
江崎歯科東,ja,江崎歯科東
江崎歯科東,ja-Hrkt,えざきしかひがし
江崎歯科東,en,Ezaki Shika-higashi
河村病院東,ja,河村病院東
河村病院東,ja-Hrkt,かわむらびょういんひがし
河村病院東,en,Kawamura Byoin-higashi(Kawamura Hospital)
津島神社,ja,津島神社
津島神社,ja-Hrkt,つしまじんじゃ
津島神社,en,Tsushimajinja
津島神社前,ja,津島神社前
津島神社前,ja-Hrkt,つしまじんじゃまえ
津島神社前,en,Tsushimajinja-mae
津島神社前（鶉）,ja,津島神社前（鶉）
津島神社前（鶉）,ja-Hrkt,つしまじんじゃまえ
津島神社前（鶉）,en,Tsushimajinja-mae
流公園,ja,流公園
流公園,ja-Hrkt,ながれこうえん
流公園,en,Nagare Koen(Nagare Park)
清本町５丁目,ja,清本町５丁目
清本町５丁目,ja-Hrkt,せいほんまちごちょうめ
清本町５丁目,en,Seihommachi-gochome(Seihommachi 5)
清水ヶ丘,ja,清水ヶ丘
清水ヶ丘,ja-Hrkt,しみずがおか
清水ヶ丘,en,Shimizugaoka
清水団地,ja,清水団地
清水団地,ja-Hrkt,しみずだんち
清水団地,en,Shimizudanchi
清水野,ja,清水野
清水野,ja-Hrkt,しみずの
清水野,en,Shimizuno
清洲公民館,ja,清洲公民館
清洲公民館,ja-Hrkt,きよすこうみんかん
清洲公民館,en,Kiyosu Kominkan
清流文化プラザ南,ja,清流文化プラザ南
清流文化プラザ南,ja-Hrkt,せいりゅうぶんかぷらざみなみ
清流文化プラザ南,en,Seiryubunka Plraza-minami
済法寺大門,ja,済法寺大門
済法寺大門,ja-Hrkt,さいほうじだいもん
済法寺大門,en,Saihoji Daimon
溝口,ja,溝口
溝口,ja-Hrkt,みぞぐち
溝口,en,Mizoguchi
溝口上,ja,溝口上
溝口上,ja-Hrkt,みぞぐちかみ
溝口上,en,Mizoguchikami
澤田病院前,ja,澤田病院前
澤田病院前,ja-Hrkt,さわだびょういんまえ
澤田病院前,en,Aawada Byoin-mae(Sawada Hospital)
片田神社前,ja,片田神社前
片田神社前,ja-Hrkt,かただじんじゃまえ
片田神社前,en,Katadajinja-mae
物部,ja,物部
物部,ja-Hrkt,ものべ
物部,en,Monobe
獅子林前,ja,獅子林前
獅子林前,ja-Hrkt,ししりんまえ
獅子林前,en,Shishirin-mae
生協芥見店,ja,生協芥見店
生協芥見店,ja-Hrkt,せいきょうあくたみてん
生協芥見店,en,Seikyo Akutamiten
田中接骨院,ja,田中接骨院
田中接骨院,ja-Hrkt,たなかせっこついん
田中接骨院,en,Tanaka Sekkotsuin
田中歯科医院前,ja,田中歯科医院前
田中歯科医院前,ja-Hrkt,たなかしかいいんまえ
田中歯科医院前,en,Tanaka Shikaiin-mae
畑中,ja,畑中
畑中,ja-Hrkt,はたなか
畑中,en,Hatanaka
百楽団地,ja,百楽団地
百楽団地,ja-Hrkt,ひゃくらくだんち
百楽団地,en,Hyakurakudanchi
県営加野住宅,ja,県営加野住宅
県営加野住宅,ja-Hrkt,けんえいかのじゅうたく
県営加野住宅,en,Kenei Kano Jutaku
県図書館・美術館,ja,県図書館・美術館
県図書館・美術館,ja-Hrkt,けんとしょかん・びじゅつかん
県図書館・美術館,en,Kentoshokan/Bijutsukan(Gifu Prefectural Library/The Museum of Fine Arts-Gifu)
県庁,ja,県庁
県庁,ja-Hrkt,けんちょう
県庁,en,Kencho(Gifu Prefectural Office)
県民ふれあい会館前,ja,県民ふれあい会館前
県民ふれあい会館前,ja-Hrkt,けんみんふれあいかいかんまえ
県民ふれあい会館前,en,Kemmin Fureai Kaikan-mae(Gifu Fureai Plaza)
県総合医療センター,ja,県総合医療センター
県総合医療センター,ja-Hrkt,けんそうごういりょうせんたー
県総合医療センター,en,Ken Sogo Iryo Center(Gifu Prefectural General Medical Center)
県美術館北,ja,県美術館北
県美術館北,ja-Hrkt,けんびじゅつかんきた
県美術館北,en,Kembijutsukan-kita(The Museum of Fine Arts-Gifu)
眞福禅寺前,ja,眞福禅寺前
眞福禅寺前,ja-Hrkt,しんぷくぜんじまえ
眞福禅寺前,en,Shimpukuzenji-mae
石原台団地公園,ja,石原台団地公園
石原台団地公園,ja-Hrkt,いしはらだいだんちこうえん
石原台団地公園,en,Ishiharadaidanchi Koen(Ishiharadaidanchi Park)
石原台団地東,ja,石原台団地東
石原台団地東,ja-Hrkt,いしはらだいだんちひがし
石原台団地東,en,Ishiharadaidanchi-higashi
石原産婦人科前,ja,石原産婦人科前
石原産婦人科前,ja-Hrkt,いしはらさんふじんかまえ
石原産婦人科前,en,Ishihara Sanfujinka-mae
石原自動車前,ja,石原自動車前
石原自動車前,ja-Hrkt,いしはらじどうしゃまえ
石原自動車前,en,Ishihara Jidosha-mae
石川内科クリニック前,ja,石川内科クリニック前
石川内科クリニック前,ja-Hrkt,いしかわないかくりにっくまえ
石川内科クリニック前,en,Ishikawa Naika Clinic-mae
石田内科前,ja,石田内科前
石田内科前,ja-Hrkt,いしだないかまえ
石田内科前,en,Ishida Naika-mae
石黒クリニック前,ja,石黒クリニック前
石黒クリニック前,ja-Hrkt,いしぐろくりにっくまえ
石黒クリニック前,en,Ishiguro Clinic-mae
神明神社,ja,神明神社
神明神社,ja-Hrkt,しんめいじんじゃ
神明神社,en,Shimmeijinja
神明神社（茜部）,ja,神明神社（茜部）
神明神社（茜部）,ja-Hrkt,しんめいじんじゃ
神明神社（茜部）,en,Shimmeijinja
神明神社北,ja,神明神社北
神明神社北,ja-Hrkt,しんめいじんじゃきた
神明神社北,en,Shimmeijinja-kita
神池,ja,神池
神池,ja-Hrkt,かみいけ
神池,en,Kamiike
福丸南口,ja,福丸南口
福丸南口,ja-Hrkt,ふくまるみなみぐち
福丸南口,en,Fukumaru-minamiguchi
福丸団地,ja,福丸団地
福丸団地,ja-Hrkt,ふくまるだんち
福丸団地,en,Fukumarudanchi
福光公園西,ja,福光公園西
福光公園西,ja-Hrkt,ふくみつこうえんにし
福光公園西,en,Fukumitsu Koen-nishi(Fukumitsu Park)
福光東3丁目,ja,福光東3丁目
福光東3丁目,ja-Hrkt,ふくみつひがしさんちょうめ
福光東3丁目,en,Fukumitsuhigashi-sanchome(Fukumitsuhigashi 3)
福富,ja,福富
福富,ja-Hrkt,ふくとみ
福富,en,Fukutomi
福富口,ja,福富口
福富口,ja-Hrkt,ふくとみぐち
福富口,en,Fukutomi-guchi
福富団地,ja,福富団地
福富団地,ja-Hrkt,ふくとみだんち
福富団地,en,Fukutomidanchi
福富団地南口,ja,福富団地南口
福富団地南口,ja-Hrkt,ふくとみだんちみなみぐち
福富団地南口,en,Fukutomidanchi-minamiguchi
福富団地口,ja,福富団地口
福富団地口,ja-Hrkt,ふくとみだんちぐち
福富団地口,en,Fukutomidanchi-guchi
福富団地東,ja,福富団地東
